,Unnamed: 0.1,Unnamed: 0,company_name,sector,financial_risk_profile,circa_rating,business_description,ffo_to_debt_ltm,debt_to_ebitda_ltm,cfo_to_debt_ltm,focf_to_debt_ltm,dcf_to_debt_ltm,ffo_interest_coverage_ltm,ebitda_to_interest_ltm,ebit_margin_ltm,ebitda_margin_ltm,return_on_capital_ltm,ticker
571,571,571,Air Transport Services Group Inc.,OPERATING LEASING,[2] Modest,[4] Moderately high risk,"Air Transport Services Group, Inc., together with its subsidiaries, provides aircraft leasing, and air cargo transportation and related services in the United States and internationally.",0.36,3.17,0.37,-0.08,0.01,8.88,7.54,7.86,24.4,3.32,ATSG
572,572,572,Avis Budget Group Inc.,OPERATING LEASING,[5] Aggressive,[3] Intermediate risk,"Avis Budget Group, Inc., together with its subsidiaries, provides car and truck rentals, car sharing, and ancillary products and services to businesses and consumers in the Americas, Europe, the Middle East and Africa, Asia, and Australasia.",0.14,5.74,0.15,-0.12,-0.09,3.59,4.24,24.8,25.7,8.03,CAR
573,573,573,GATX Corp.,OPERATING LEASING,[4] Significant,[3] Intermediate risk,"GATX Corporation, together its subsidiaries, operates as railcar leasing company in the United States, Canada, Mexico, Europe, and India.",0.07,8.73,0.07,-0.16,-0.15,1.87,2.96,27.7,55.5,2.62,GATX
574,574,574,Hertz Global Holdings Inc.,OPERATING LEASING,[5] Aggressive,[3] Intermediate risk,"Hertz Global Holdings, Inc. operates as a vehicle rental company.",0.14,9.08,0.15,-0.1,-0.08,3.12,2.37,8.07,9.66,2.34,HTZ
575,575,575,Ryder System Inc.,OPERATING LEASING,[3] Intermediate,[3] Intermediate risk,"Ryder System, Inc. operates as a logistics and transportation company worldwide.",0.29,2.8,0.3,-0.01,0.04,7.95,9.6,7.11,21.6,4.93,R
576,576,576,Trinity Industries Inc.,OPERATING LEASING,[4] Significant,[3] Intermediate risk,"Trinity Industries, Inc. provides rail transportation products and services under the TrinityRail name in North America.",0.05,9.04,0.05,-0.07,-0.06,1.16,2.4,10.9,20.7,2.87,TRN
577,577,577,WillScot Mobile Mini Holdings Corp.,OPERATING LEASING,[4] Significant,[3] Intermediate risk,"WillScot Mobile Mini Holdings Corp. provides workspace and portable storage solutions in the United States, Canada, and Mexico. It operates in two segments, Modular Solutions and Storage Solutions.",0.25,4.2,0.2,0.15,0.37,4.57,4.41,30.6,33.7,9.11,WSC
578,578,578,AbbVie Inc.,PHARMACEUTICALS,[3] Intermediate,[2] Low risk,"AbbVie Inc. discovers, develops, manufactures, and sells pharmaceuticals worldwide.",0.38,1.79,0.48,0.46,0.72,10.3,12.0,32.5,48.5,14.4,ABBV
579,579,579,Alkermes PLC,PHARMACEUTICALS,[3] Intermediate (was [5]),[2] Low risk,"Alkermes plc, a biopharmaceutical company, researches, develops, and commercializes pharmaceutical products to address unmet medical needs of patients in therapeutic areas in the United States, Ireland, and internationally.",1.08,0.0,-1.0,-0.88,-0.95,17.4,22.0,25.3,29.8,17.5,ALKS
580,580,580,Amgen Inc.,PHARMACEUTICALS,[4] Significant,[2] Low risk,"Amgen Inc. discovers, develops, manufactures, and delivers human therapeutics worldwide.",0.13,4.39,0.16,0.14,0.22,2.95,4.32,29.0,43.4,8.88,AMGN
581,581,581,Amneal Pharmaceuticals LLC,PHARMACEUTICALS,[6] Highly leveraged,[2] Low risk,"Amneal Pharmaceuticals, Inc., together with its subsidiaries, develops, manufactures, markets, and distributes generics, injectables, biosimilars, and specialty branded pharmaceutical products worldwide.",0.07,5.17,0.07,0.05,0.05,0.94,2.65,11.2,21.0,5.49,???
582,582,582,ANI Pharmaceuticals Inc.,PHARMACEUTICALS,[5] Aggressive,[2] Low risk,"ANI Pharmaceuticals, Inc., a biopharmaceutical company, develops, manufactures, and markets branded and generic prescription pharmaceuticals in the United States and Canada.",0.24,0.96,0.29,0.25,0.27,2.04,2.98,9.02,22.4,3.69,ANIP
583,583,583,Bausch Health Cos. Inc.,PHARMACEUTICALS,[6] Highly leveraged,[2] Low risk,Bausch Health Companies Inc. operates as a diversified specialty pharmaceutical and medical device company in the United States and internationally.,0.05,7.3,0.05,0.04,0.04,0.78,2.23,18.5,32.9,4.63,???
584,584,584,Biogen Inc.,PHARMACEUTICALS,[1] Minimal,[2] Low risk,"Biogen Inc. discovers, develops, manufactures, and delivers therapies for treating neurological and neurodegenerative diseases in the United States, Europe, Germany, Asia, and internationally.",0.21,2.53,0.24,0.2,0.2,6.27,10.2,19.1,24.2,5.56,BIIB
585,585,585,Bristol-Myers Squibb Co.,PHARMACEUTICALS,[2] Modest,[2] Low risk,"Bristol-Myers Squibb Company discovers, develops, licenses, manufactures, markets, distributes, and sells biopharmaceutical products worldwide.",0.33,1.53,0.48,0.44,0.78,11.9,16.2,19.2,40.9,7.57,BMY
586,586,586,Catalent Inc.,PHARMACEUTICALS,[5] Aggressive (was [4]),[2] Low risk,"Catalent, Inc., together with its subsidiaries, develops and manufactures solutions for drugs, protein-based biologics, cell and gene therapies, and consumer health products worldwide.",0.04,12.4,0.04,-0.06,-0.06,0.75,1.67,-3.1,7.96,-0.86,CTLT
587,587,587,Elanco Animal Health Inc.,PHARMACEUTICALS,[6] Highly leveraged,[2] Low risk,"Elanco Animal Health Incorporated, an animal health company, innovates, develops, manufactures, and markets products for pets and farm animals.",,5.4,,,,,3.7,7.43,23.2,1.62,ELAN
588,588,588,Emergent BioSolutions Inc.,PHARMACEUTICALS,[5] Aggressive,[2] Low risk,"Emergent BioSolutions Inc., a life sciences company, focuses on the provision of preparedness and response solutions that address accidental, deliberate, and naturally occurring public health threats (PHTs) in the United States.",-0.16,0.0,-0.19,-0.27,-0.27,-1.84,,-12.5,-1.03,-4.21,EBS
589,589,589,Gilead Sciences Inc.,PHARMACEUTICALS,[2] Modest (was [3]),[2] Low risk,"Gilead Sciences, Inc., a biopharmaceutical company, discovers, develops, and commercializes medicines in the areas of unmet medical need in the United States, Europe, and internationally.",0.31,1.32,0.5,0.46,0.76,8.48,12.9,34.4,44.4,12.2,GILD
590,590,590,Jazz Pharmaceuticals PLC,PHARMACEUTICALS,[5] Aggressive,[2] Low risk,"Jazz Pharmaceuticals plc, a biopharmaceutical company, identifies, develops, and commercializes pharmaceutical products for unmet medical needs in the United States, Europe, and internationally.",0.22,2.51,0.26,0.25,0.3,3.8,5.03,27.1,43.6,7.21,JAZZ
591,591,591,Johnson & Johnson,PHARMACEUTICALS,[1] Minimal,[2] Low risk,"Johnson & Johnson, together with its subsidiaries, researches, develops, manufactures, and sells various products in the healthcare field worldwide.",0.74,0.24,3.04,2.37,4.61,29.0,40.1,27.8,36.1,13.6,JNJ
592,592,592,Merck & Co. Inc.,PHARMACEUTICALS,[2] Modest,[2] Low risk,"Merck & Co., Inc. operates as a healthcare company worldwide.",,2.61,,,,,,10.3,16.6,5.04,MRK
593,593,593,Organon & Co.,PHARMACEUTICALS,[4] Significant,[2] Low risk,Organon & Co. develops and delivers health solutions through a portfolio of prescription therapies and medical devices within women’s health in the United States and internationally.,0.09,5.05,0.1,0.07,0.1,1.52,3.1,21.2,25.0,9.73,OGN
594,594,594,Pfizer Inc.,PHARMACEUTICALS,[3] Intermediate,[2] Low risk,"Pfizer Inc. discovers, develops, manufactures, markets, distributes, and sells biopharmaceutical products in the United States, Europe, and internationally.",0.12,4.89,0.14,0.08,0.22,3.94,5.79,8.99,19.7,2.19,PFE
595,595,595,Regeneron Pharmaceuticals Inc.,PHARMACEUTICALS,[1] Minimal,[2] Low risk,"Regeneron Pharmaceuticals, Inc. discovers, invents, develops, manufactures, and commercializes medicines for treating various diseases worldwide.",1.7,0.0,-0.34,-0.29,-0.5,62.9,63.8,32.3,35.5,9.79,REGN
596,596,596,Royalty Pharma PLC,PHARMACEUTICALS,[4] Significant,[2] Low risk,Royalty Pharma plc operates as a buyer of biopharmaceutical royalties and a funder of innovations in the biopharmaceutical industry in the United States.,0.49,3.77,0.53,0.53,0.65,16.0,8.0,63.4,63.6,5.68,RPRX
597,597,597,Teva Pharmaceutical Industries Ltd.,PHARMACEUTICALS,[5] Aggressive,[2] Low risk,"Teva Pharmaceutical Industries Limited develops, manufactures, markets, and distributes generic medicines, specialty medicines, and biopharmaceutical products in North America, Europe, Israel, and internationally.",0.07,3.81,0.08,0.05,0.05,1.33,4.35,20.1,27.3,6.78,TEV.MU
598,598,598,Viatris Inc.,PHARMACEUTICALS,[4] Significant,[2] Low risk,Viatris Inc. operates as a healthcare company worldwide.,0.13,3.43,0.14,0.12,0.16,4.25,8.66,13.8,31.9,3.39,VTRS
599,599,599,Zoetis Inc.,PHARMACEUTICALS,[3] Intermediate,[2] Low risk,"Zoetis Inc. engages in the discovery, development, manufacture, and commercialization of animal health medicines, vaccines, and diagnostic products and services in the United States and internationally.",0.34,1.34,0.49,0.34,0.71,9.85,15.0,36.0,40.8,15.7,ZTS
600,600,600,C.H. Robinson Worldwide Inc.,RAILROADS & PACKAGE EXPRESS,[2] Modest,[2] Low risk,"C.H. Robinson Worldwide, Inc., together with its subsidiaries, provides freight transportation services, and related logistics and supply chain services in the United States and internationally.",0.38,2.59,0.41,0.39,0.6,8.12,7.74,3.02,3.37,9.39,CHRW
601,601,601,CSX Corp.,RAILROADS & PACKAGE EXPRESS,[3] Intermediate,[2] Low risk,"CSX Corporation, together with its subsidiaries, provides rail-based freight transportation services.",0.29,2.44,0.31,0.18,0.43,6.86,9.0,37.9,48.9,11.1,CSX
602,602,602,FedEx Corp.,RAILROADS & PACKAGE EXPRESS,[4] Significant,[2] Low risk,"FedEx Corporation provides transportation, e-commerce, and business services in the United States and internationally.",0.26,1.93,0.31,0.13,0.2,15.9,26.6,7.82,12.6,6.76,FDX
603,603,603,GXO Logistics Inc.,RAILROADS & PACKAGE EXPRESS,[3] Intermediate,[2] Low risk,"GXO Logistics, Inc., together with its subsidiaries, provides logistics services worldwide.",0.14,1.95,0.15,0.08,0.08,5.81,19.4,4.01,7.7,3.52,GXO
604,604,604,Norfolk Southern Corp.,RAILROADS & PACKAGE EXPRESS,[3] Intermediate,[2] Low risk,"Norfolk Southern Corporation, together with its subsidiaries, engages in the rail transportation of raw materials, intermediate products, and finished goods in the United States.",0.18,2.87,0.19,0.05,0.16,4.4,7.99,33.6,44.3,8.55,NSC
605,605,605,"RXO, Inc.",RAILROADS & PACKAGE EXPRESS,[3] Intermediate (was [2]),[2] Low risk,"RXO, Inc. provides full truckload freight transportation brokering services.",0.16,2.48,0.16,0.05,0.07,2.78,6.97,1.71,3.41,3.56,RXO
606,606,606,Union Pacific Corp.,RAILROADS & PACKAGE EXPRESS,[3] Intermediate,[2] Low risk,"Union Pacific Corporation, through its subsidiary, Union Pacific Railroad Company, operates in the railroad business in the United States.",0.24,2.79,0.25,0.14,0.26,6.25,8.87,37.9,47.5,11.9,UNP
607,607,607,United Parcel Service Inc.,RAILROADS & PACKAGE EXPRESS,[3] Intermediate,[2] Low risk,"United Parcel Service, Inc., a package delivery company, provides transportation and delivery, distribution, contract logistics, ocean freight, airfreight, customs brokerage, and insurance services.",0.38,1.34,0.5,0.25,0.61,13.0,19.7,10.8,14.5,14.0,UPS
608,608,608,Agree Realty Corp.,REAL ESTATE INVESTMENT COMPANIES,[3] Intermediate,[2] Low risk,"Agree Realty Corporation is a publicly traded real estate investment trust that is RETHINKING RETAIL through the acquisition and development of properties net leased to industry-leading, omni-channel retail tenants.",0.16,5.89,0.16,0.16,0.28,4.83,5.08,48.3,76.4,2.28,ADC
609,609,609,Alexandria Real Estate Equities Inc.,REAL ESTATE INVESTMENT COMPANIES,[3] Intermediate,[2] Low risk,"Alexandria Real Estate Equities, Inc. (NYSE: ARE), an S&P 500 company, is a best-in-class, mission-driven life science REIT making a positive and lasting impact on the world.",0.14,6.26,0.15,0.15,0.23,22.0,23.8,25.5,60.1,1.36,ARE
610,610,610,American Assets Trust Inc.,REAL ESTATE INVESTMENT COMPANIES,[3] Intermediate,[2] Low risk,"American Assets Trust, Inc. is a full service, vertically integrated and self-administered real estate investment trust (""REIT""), headquartered in San Diego, California.",,6.75,,,,,3.68,27.6,54.0,2.67,AAT
611,611,611,American Homes 4 Rent,REAL ESTATE INVESTMENT COMPANIES,[3] Intermediate,[2] Low risk,"American Homes 4 Rent (NYSE: AMH), which does business as AMH, is a leading owner, operator and developer of single-family rental homes.",0.16,5.46,0.17,0.17,0.24,5.27,5.78,21.7,49.7,1.85,AMH
612,612,612,Apartment Income REIT Corp.,REAL ESTATE INVESTMENT COMPANIES,[3] Intermediate,[2] Low risk,"Apartment Income REIT Corp (NYSE: AIRC) is a publicly traded, self-administered real estate investment trust (“REIT”).",0.12,6.73,0.12,0.06,0.18,2.86,3.57,15.3,58.6,1.27,AIRC
613,613,613,AvalonBay Communities Inc.,REAL ESTATE INVESTMENT COMPANIES,[2] Modest,[2] Low risk,"As of December 31, 2023, the Company owned or held a direct or indirect ownership interest in 299 apartment communities containing 90,669 apartment homes in 12 states and the District of Columbia, of which 18 communities were under development.",0.19,4.46,0.2,0.2,0.32,7.57,8.41,32.3,61.7,2.84,AVB
614,614,614,Boston Properties Inc.,REAL ESTATE INVESTMENT COMPANIES,[3] Intermediate,[2] Low risk,"Boston Properties, Inc. (NYSE: BXP) (“BXP” or the “Company”) is the largest publicly traded developer, owner, and manager of premier workplaces in the United States, concentrated in six dynamic gateway markets - Boston, Los Angeles, New York, San Francisco, Seattle, and Washington, DC.",,9.43,,,,,2.76,25.6,53.2,2.0,BXP
615,615,615,Brandywine Realty Trust,REAL ESTATE INVESTMENT COMPANIES,[3] Intermediate,[2] Low risk,"Brandywine Realty Trust (NYSE: BDN) is one of the largest, publicly traded, full-service, integrated real estate companies in the United States with a core focus in the Philadelphia and Austin markets.",0.08,11.3,0.08,0.08,0.14,1.78,1.87,5.56,42.1,0.43,BDN
616,616,616,Brixmor Property Group Inc.,REAL ESTATE INVESTMENT COMPANIES,[3] Intermediate,[2] Low risk,"Brixmor (NYSE: BRX) is a real estate investment trust (REIT) that owns and operates a high-quality, national portfolio of open-air shopping centers.",0.12,6.21,0.12,0.12,0.18,3.09,4.2,35.8,63.9,3.53,BRX
617,617,617,Broadstone Net Lease Inc.,REAL ESTATE INVESTMENT COMPANIES,[3] Intermediate,[2] Low risk,"BNL is an industrial-focused, diversified net lease REIT that acquires, owns, and manages primarily single-tenant commercial real estate properties that are net leased on a long-term basis to a diversified group of tenants.",0.14,4.94,0.15,0.12,0.23,3.39,4.69,50.4,84.7,2.68,BNL
618,618,618,Camden Property Trust,REAL ESTATE INVESTMENT COMPANIES,[2] Modest,[2] Low risk,"Camden Property Trust, an S&P 500 Company, is a real estate company primarily engaged in the ownership, management, development, redevelopment, acquisition, and construction of multifamily apartment communities.",0.21,3.83,0.23,0.23,0.35,5.96,6.77,21.0,58.2,2.32,CPT
619,619,619,CareTrust REIT Inc.,REAL ESTATE INVESTMENT COMPANIES,[3] Intermediate,[2] Low risk,"CareTrust REIT, Inc. is a self-administered, publicly-traded real estate investment trust engaged in the ownership, acquisition, development and leasing of skilled nursing, seniors housing and other healthcare-related properties.",0.26,1.62,0.51,0.51,0.9,3.79,4.55,62.1,85.4,4.72,CTRE
620,620,620,CBL & Associates Properties Inc.,REAL ESTATE INVESTMENT COMPANIES,[5] Aggressive,[2] Low risk,"Headquartered in Chattanooga, TN, CBL Properties owns and manages a national portfolio of market-dominant properties located in dynamic and growing communities.",,5.95,,,,,1.8,17.4,58.3,2.54,CBL
621,621,621,CubeSmart,REAL ESTATE INVESTMENT COMPANIES,[3] Intermediate,[2] Low risk,"CubeSmart is a self-administered and self-managed real estate investment trust. The Company's self-storage properties are designed to offer affordable, easily accessible and, in most locations, climate-controlled storage space for residential and commercial customers.",0.2,4.24,0.2,0.2,0.33,6.22,7.16,45.5,66.5,5.04,CUBE
622,622,622,Digital Realty Trust Inc.,REAL ESTATE INVESTMENT COMPANIES,[3] Intermediate,[2] Low risk,"Digital Realty brings companies and data together by delivering the full spectrum of data center, colocation, and interconnection solutions.",0.08,6.69,0.09,0.09,0.09,3.74,5.98,12.8,43.8,1.12,DLR
623,623,623,Diversified Healthcare Trust,REAL ESTATE INVESTMENT COMPANIES,[5] Aggressive,[2] Low risk,DHC is a real estate investment trust focused on owning high-quality healthcare properties located throughout the United States.,0.0,12.9,0.0,0.0,0.01,0.06,1.04,-6.02,14.1,-0.98,DHC
624,624,624,Elme Communities,REAL ESTATE INVESTMENT COMPANIES,[3] Intermediate,[2] Low risk,"Elme Communities is committed to elevating what home can be for middle-income renters by providing a higher level of quality, service, and experience.",0.12,5.89,0.13,0.13,0.22,2.78,3.75,11.0,50.1,0.86,ELME
625,625,625,EPR Properties,REAL ESTATE INVESTMENT COMPANIES,[3] Intermediate,[2] Low risk,"EPR Properties (NYSE:EPR) is the leading diversified experiential net lease real estate investment trust (REIT), specializing in select enduring experiential properties in the real estate industry.",0.15,5.15,0.16,0.16,0.16,3.69,4.45,54.6,78.4,4.33,EPR
